rating,title,date,location
FALSE," Pulmonology professor Thodoris Vasilakopoulos stated in a TV interview that many senior citizens will die because of the COVID-19 vaccine and when he said it, the station cut the live feed and showed commercials.",2021/01/17 , Greece
No evidence, VAERS shows that “Thousands of COVID Vaccine Injuries and 13 U.S. Deaths Reported in December Alone”,2021/01/17 , United States
FALSE, WHO has excluded Tunisia from covid-19 vaccines,2021/01/17 ," Middle East, North Africa"
FALSE, COVID-19 vaccine stimulates the production of pathogens in the body.,2021/01/16 , Ukraine
Partially false, The vaccines contain substances such as arsenic or uranium according to scientific studies,2021/01/16 , Spain
FALSE, The South Korean government will provide all citizens with a free Covid-19 vaccine made by pharmaceutical giant Celltrion.,2021/01/15 , South Korea
FALSE, There is no evidence about efficacy and safety from Coronavac vaccine,2021/01/15 , Brazil
FALSE, Norway prohibited the Biontech/Pfizer vaccine because it caused 23 deaths,2021/01/15 ," Germany, Norway"
FALSE, A woman says she had convulsion after receiving a shot from Moderna vaccine,2021/01/15 , Brazil
FALSE, Saudi Arabia announced several deaths linked to Covid-19 vaccines,2021/01/15 ," France, Tunisia, Saudi Arabia"
FALSE, An Argentine Army nurse died after receiving the Sputnik vaccine,2021/01/15 ," Spain, Argentina"
No evidence, 13 people in Norway died because they received the Biontech vaccine.,2021/01/15 ," Germany, Norway"
FALSE, An image in a report shown on Jordan TV claiming to be a vaccine for COVID19 and that it was produced in 2019,2021/01/15 ," Middle East, North Africa"
Missing context, Covid vaccines can cause infertility and harm the embryo; pregnant women were not included in the test trials with intention to hide the harm,2021/01/14 , Latvia
FALSE," A video that shows that Fauci, director of the NIAID, did not receive the vaccine against the coronavirus and was a staging",2021/01/14 , Argentina
FALSE," Pictures come from people in the United States whose faces have been damaged by the vaccine. In France and Germany, medical staff are refusing vaccinations en masse. In Israel, out of 1,000 vaccinated, 250 became infected with Covid-19 after vaccination. In South Korea, 48 people died after receiving the vaccine. Vaccination has been stopped in Singapore.",2021/01/14 , North Macedonia
MISLEADING, Half of the medical personnel at German clinics refused the coronavirus vaccine. This was revealed in an anonymous survey conducted by ARD-Deutschland-Trend,2021/01/14 ," Georgia, Germany"
FALSE, The Colombian government bought the astrazeneca vaccines for 21 usd each dose,2021/01/14 , Colombia
Partly False, More than half of participants across various age ranges in Moderna’s first COVID-19 vaccine trial had adverse reactions – despite the recipients purportedly representing an “extraordinarily” healthy subset of the population.,2021/01/14 ," Australia, New Zealand"
MISSING CONTEXT, Video of a woman shaking after getting Pfizer’s vaccine,2021/01/13 ," Middle East, North Africa"
FALSE, A photo of a  woman receiving a Covid-19 vaccine in the UK and South Africa. The posts suggest the image has been staged by the media to mislead the public about the coronavirus pandemic.,2021/01/13 , Australia
FALSE, Merck Pharmaceuticals does not want to get muddy in a possible genocide with COVID-19 vaccines,2021/01/13 , Spain
FALSE," The post contains video material and calls on the citizens not to be vaccinated: God is showing it to you, open your eyes, the deception of the Satanists is on our doorstep, DO NOT ACCEPT ANY VACCINE, EVERYTHING IS A FRAUD! Share, download and let the video reach a large number of faithful children of the Orthodox Church.",2021/01/13 , North Macedonia
FALSE," The world population will decline to one billion as part of the plan to establish the world government. Vaccine will decompose the human internal body system within several months after injection and cause mass mortality worldwide. A real and safe coronavirus vaccine will become available only after the depopulation plan is implemented. Coronavirus mutations will be blamed for increased mortality caused by a lethal vaccine. To back up this claim, the video offers a brief fragment from the interviews with Bill Gates.",2021/01/13 , Georgia
FALSE, People who have been vaccinated once were still infected with COVID-19. That is why we are called to do COVID-19 vaccine for the second time.,2021/01/13 , Georgia
FALSE," Historically, vaccines did not get rid of infectious diseases: hygiene did.",2021/01/13 ," Canada, France"
FALSE," The vaccine against COVID-19 exterminate humanity, the real cause of this disease is 5G",2021/01/13 , Spain
Misleading, A doctor died in Miami after being vaccineted,2021/01/13 , Colombia
FALSE, Head of Kocaeli University got the vaccine before his turn,2021/01/13 , Turkey
FALSE, Photo of an alleged package of the Pfizer vaccine. It says “made in China”,2021/01/13 , Brazil
Misleading, A speech by a biomedical researcher stating that 21 percent of patients from the Moderna Covid-19 vaccine trial have experienced “serious adverse events”,2021/01/12 , United States
FALSE," The post claims: Three vaccines, against the Most Holy Trinity With the first, the process of mutation and genetic engineering begins. The second alters the body’s own DNA. The third upgrades the DNA with another demonic helix Luciferase and the man becomes a nephilim, half human, half demon, where the demon takes the power of man over his organism, ie. the body. He who has a clear mind will understand this.",2021/01/12 , North Macedonia
FALSE, COVID-19 Vaccine destroys the immune system,2021/01/12 , Spain
FALSE," If we know from science, that for a flu or other infectious disease it takes 10-30 years to make a “safe” vaccine, how could they make a vaccine in 10 months for such a “deadly” virus that has passed the propaganda of all pandemics so far in humanity.",2021/01/12 , North Macedonia
FALSE, The vast majority of the Greek hospitals stopped vaccination following a complaint about the lack of a marketing authorization for the vaccine,2021/01/12 , Georgia
FALSE, A Portuguese doctor died after receiving the covid vaccine.,2021/01/12 , Georgia
FALSE, The COVID-19 vaccines contain nanobots,2021/01/12 , Georgia
FALSE, A Belgian doctor claimed that COVID-19 is safe and the vaccine is ineffective.,2021/01/12 , Turkey
No evidence, Ivermectin “is a safe and widely available treatment for coronavirus”; it would “work like a vaccine”,2021/01/11 , United States
FALSE," STEVEN HOKING SHOCKED THE WORLD: Mutated viruses in vaccines are a threat, they can destroy humanity.",2021/01/11 , North Macedonia
Partially false, A video that supposedly show people not getting the vaccine,2021/01/11 , Spain
FALSE," A video shows a woman named Khalilah Mitchell, a registered nurse in Nashville, Tennessee, who says that on the third day after taking the vaccine she had problems with the left side of her face and developed Bell’s palsy.",2021/01/11 ," Georgia, United States"
MISLEADING," A Portuguese doctor, 41-year-old Sonia Acevedo died after receiving Pfizer’s vaccine",2021/01/11 ," Georgia, Portugal"
MISLEADING, Pfizer’s top management refuses to use its vaccine.,2021/01/11 , Ukraine
FALSE, Doctors are recommending that COVID-19 vaccines be injected into the penis.,2021/01/11 , Philippines
FALSE, A nurse called Khalilah Mitchell developed Bell’s palsy after receiving the COVID-19 vaccine,2021/01/10 , Georgia
FALSE, A firefighter in Bavaria died because of the Biontech vaccine.,2021/01/09 , Germany
No evidence," The director of the German Robert Koch Institute, Lothar Wieler said: Vaccines should be tested with people of lower classes first, to test if they are safe. After that upper class people should get it.",2021/01/09 , Germany
FALSE, We do not need a vaccine. We need a body that can resist this and any other virus,2021/01/09 , Mexico
FALSE, The COVID-19 RNA vaccine “is not a vaccine”; a vaccine has to disrupt transmission by CDC and FDA standards; the vaccine “activate[s] the cell to become a pathogen-manufacturing site”,2021/01/08 , United States
FALSE, 35 people have died out of 300 in UK after receiving the Coronavirus vaccine according to CNN,2021/01/08 ," Middle East, North Africa"
FALSE," 100,000 doctors are joining forces against COVID-19 vaccines",2021/01/08 , Spain
FALSE, British journal says Sinovac vaccine can enlarge male genitals by up to 3 inches,2021/01/08 ," Indonesia, United States, Africa"
FALSE, Pfizer said recipients of its COVID-19 vaccine should not have unprotected sex for 28 days after receiving their second dose,2021/01/08 , Ireland
FALSE, The World Health Organization announced a reduction in the dosage of the Pfizer/BioNTech mRNA vaccine by 20%.,2021/01/08 , Greece
FALSE, RNA-based COVID-19 vaccine cause infertilty,2021/01/08 ," France, Canada"
FALSE, COVID-19 vaccines contain nanorobots that are activated by electricity.,2021/01/08 , Greece
FALSE, Pfizer / BioNTech’s stock price dropped as a result of the COVID-19 vaccine side effects.,2021/01/08 ," Turkey, Germany"
FALSE, The Sinovac vaccine is illegal in China.,2021/01/08 ," Turkey, China"
FALSE, Doctors are encouraging men to get COVID-19 vaccines administered in their genitals to provide the quickest route for the treatment to circulate.,2021/01/08 , Australia
FALSE, Pfizer warned that is COVID-19 vaccine causes malformation in fetuses,2021/01/08 , Brazil
FALSE, The Pfizer-BioNTech Covid-19 vaccine is “poison” because it contains potassium chloride — a chemical also used to stop the heart during a process of lethal injection.,2021/01/08 , Canada
FALSE, Pfizer’s vaccine are not safe. Two people in UK died after receiving a dose of it,2021/01/07 , Brazil
FALSE, A woman in Portugal died after receiving a dose from Pfizer’s vaccine,2021/01/07 , Brazil
FALSE, Australia ended covid-19 vaccines because of HIV infections,2021/01/07 , France
FALSE," Coronavirus vaccines can modify people’s genes and cause sterility in men, according to Argentine doctor Chinda Brandolino",2021/01/07 , Spain
FALSE, A website claiming to belong to Pfizer sells alleged COVID-19 vaccines “to the general public” in Mexico.,2021/01/06 , Mexico
FALSE, 6 people died because of Pfizer/BioNTech vaccine during the vaccination trials,2021/01/06 , Georgia
FALSE," Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, wore the same clothes while receiving the second dose of the vaccine as she wore while receiving the first dose.",2021/01/06 , United States
FALSE, Instructions for participants in Pfizer’s vaccine trial say there is a risk of genetic modification and reproductive problems,2021/01/06 , Brazil
Misleading, A Brazilian doctor died after receiving the CoronaVac vaccine,2021/01/06 , Brazil
FALSE, Video shows Kamala Harris did not really get the vaccine,2021/01/06 , Turkey
FALSE," Sinovac vaccine contains dangerous ingredients such as borax, formalin, and mercury, also live viruses that have been attenuated",2021/01/05 , Indonesia
FALSE," Argentine Army nurse dies, aged just 29, after receiving the Russian transgenic vaccine",2021/01/05 , Spain
FALSE, India is one of the only five countries in the world which made COVID-19 vaccine,2021/01/05 , India
FALSE, Kamala Harris got the COVID-19 vaccine with a toy syringe.,2021/01/05 ," Turkey, United States"
FALSE, A study shows that COVID-19 vaccines can cause masculine infertility,2021/01/05 , Brazil
Misleading, Portuguese nurse Sonia Azevedo dies two days after getting the Pfizer Covid vaccine,2021/01/04 , United States
FALSE," According to a greek psychiatrist COVID-19 vaccines are a form of gene therapy and can alter our DNA. Also, 90% of humans are allergic to PEG making the administration of the mRNA vaccines which contain this substance a criminal act.",2021/01/04 , Greece
